Number of tracking points : 15668
Max speed : 103(old) -> 103(new)
Damage : 0(old) -> 0(new)
Total Time taken old tracking file : 12:51:49
Total Time taken new tracking file : 12:51:49

 | No    | X                      | Y                        | Heading    | Speed      | Damage | Date and Time                                  | 
 | 267   | 136632.6 -> 136632.6   | 79869.63 -> 79869.63     | 33 -> 33   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:45:24 PM -> 12/7/2020 8:00:54 PM   | 
 | 269   | 136585.7 -> 136585.7   | 79897.63 -> 79897.63     | 34 -> 34   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:45:26 PM -> 12/7/2020 8:00:56 PM   | 
 | 271   | 136539.3 -> 136539.3   | 79922.55 -> 79922.55     | 32 -> 32   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:45:28 PM -> 12/7/2020 8:00:58 PM   | 
 | 273   | 136487.5 -> 136487.5   | 79942.64 -> 79942.64     | 30 -> 30   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:45:30 PM -> 12/7/2020 8:01:00 PM   | 
 | 275   | 136434.6 -> 136434.6   | 79957.81 -> 79957.81     | 29 -> 29   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:45:33 PM -> 12/7/2020 8:01:03 PM   | 
 | 277   | 136382.7 -> 136382.7   | 79970.02 -> 79970.02     | 29 -> 29   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:45:34 PM -> 12/7/2020 8:01:04 PM   | 
 | 279   | 136328.6 -> 136328.6   | 79982.33 -> 79982.33     | 29 -> 29   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:45:37 PM -> 12/7/2020 8:01:07 PM   | 
 | 281   | 136279.4 -> 136279.4   | 79994.02 -> 79994.02     | 29 -> 29   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:45:39 PM -> 12/7/2020 8:01:09 PM   | 
 | 283   | 136225.6 -> 136225.6   | 80013.59 -> 80013.59     | 32 -> 32   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:45:41 PM -> 12/7/2020 8:01:11 PM   | 
 | 285   | 136177.8 -> 136177.8   | 80038.02 -> 80038.02     | 32 -> 32   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:45:42 PM -> 12/7/2020 8:01:12 PM   | 
 | 287   | 136128.8 -> 136128.8   | 80062.27 -> 80062.27     | 32 -> 32   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:45:45 PM -> 12/7/2020 8:01:15 PM   | 
 | 289   | 136079.6 -> 136079.6   | 80083.88 -> 80083.88     | 31 -> 31   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:45:47 PM -> 12/7/2020 8:01:17 PM   | 
 | 291   | 136030.7 -> 136030.7   | 80102.74 -> 80102.74     | 30 -> 30   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:45:49 PM -> 12/7/2020 8:01:19 PM   | 
 | 293   | 135975.3 -> 135975.3   | 80115.42 -> 80115.42     | 27 -> 27   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:45:51 PM -> 12/7/2020 8:01:21 PM   | 
 | 295   | 135924.4 -> 135924.4   | 80118.22 -> 80118.22     | 25 -> 25   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:45:52 PM -> 12/7/2020 8:01:22 PM   | 
 | 297   | 135867.5 -> 135867.5   | 80119.23 -> 80119.23     | 26 -> 26   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:45:55 PM -> 12/7/2020 8:01:25 PM   | 
 | 299   | 135813.9 -> 135813.9   | 80123.38 -> 80123.38     | 27 -> 27   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:45:57 PM -> 12/7/2020 8:01:27 PM   | 
 | 301   | 135760.5 -> 135760.5   | 80132.26 -> 80132.26     | 28 -> 28   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:45:59 PM -> 12/7/2020 8:01:29 PM   | 
 | 303   | 135708.5 -> 135708.5   | 80145.5 -> 80145.5       | 30 -> 30   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:46:01 PM -> 12/7/2020 8:01:31 PM   | 
 | 305   | 135657.2 -> 135657.2   | 80164.5 -> 80164.5       | 31 -> 31   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:46:03 PM -> 12/7/2020 8:01:33 PM   | 
 | 307   | 135617.2 -> 135617.2   | 80183.27 -> 80183.27     | 33 -> 33   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:46:05 PM -> 12/7/2020 8:01:35 PM   | 
 | 309   | 135561.6 -> 135561.6   | 80213.47 -> 80213.47     | 33 -> 33   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:46:07 PM -> 12/7/2020 8:01:37 PM   | 
 | 311   | 135513.4 -> 135513.4   | 80239.21 -> 80239.21     | 33 -> 33   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:46:09 PM -> 12/7/2020 8:01:39 PM   | 
 | 313   | 135465.4 -> 135465.4   | 80264.44 -> 80264.44     | 33 -> 33   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:46:11 PM -> 12/7/2020 8:01:41 PM   | 
 | 315   | 135417.1 -> 135417.1   | 80290.82 -> 80290.82     | 33 -> 33   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:46:13 PM -> 12/7/2020 8:01:43 PM   | 
 | 317   | 135368.6 -> 135368.6   | 80316.98 -> 80316.98     | 33 -> 33   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:46:15 PM -> 12/7/2020 8:01:45 PM   | 
 | 319   | 135320.6 -> 135320.6   | 80342.26 -> 80342.26     | 33 -> 33   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:46:17 PM -> 12/7/2020 8:01:47 PM   | 
 | 321   | 135273.1 -> 135273.1   | 80367.37 -> 80367.37     | 33 -> 33   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:46:19 PM -> 12/7/2020 8:01:49 PM   | 
 | 323   | 135224.4 -> 135224.4   | 80393.11 -> 80393.11     | 33 -> 33   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:46:21 PM -> 12/7/2020 8:01:51 PM   | 
 | 325   | 135177.4 -> 135177.4   | 80418.26 -> 80418.26     | 33 -> 33   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:46:23 PM -> 12/7/2020 8:01:53 PM   | 
 | 327   | 135128.3 -> 135128.3   | 80444.2 -> 80444.2       | 33 -> 33   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:46:25 PM -> 12/7/2020 8:01:55 PM   | 
 | 329   | 135079.6 -> 135079.6   | 80466.8 -> 80466.8       | 31 -> 31   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:46:27 PM -> 12/7/2020 8:01:57 PM   | 
 | 331   | 135029.3 -> 135029.3   | 80484.27 -> 80484.27     | 29 -> 29   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:46:29 PM -> 12/7/2020 8:01:59 PM   | 
 | 333   | 134975.7 -> 134975.7   | 80494.74 -> 80494.74     | 27 -> 27   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:46:31 PM -> 12/7/2020 8:02:01 PM   | 
 | 335   | 134920.7 -> 134920.7   | 80498.06 -> 80498.06     | 25 -> 25   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:46:33 PM -> 12/7/2020 8:02:03 PM   | 
 | 337   | 134868 -> 134868       | 80494.91 -> 80494.91     | 23 -> 23   | 97 -> 97   | 0 -> 0 | 12/5/2020 7:46:35 PM -> 12/7/2020 8:02:05 PM   | 
 | 339   | 134825.4 -> 134825.4   | 80485.13 -> 80485.13     | 18 -> 18   | 62 -> 62   | 0 -> 0 | 12/5/2020 7:46:37 PM -> 12/7/2020 8:02:07 PM   | 
 | 341   | 134804.9 -> 134804.9   | 80457.21 -> 80457.21     | 6 -> 6     | 60 -> 60   | 0 -> 0 | 12/5/2020 7:46:39 PM -> 12/7/2020 8:02:09 PM   | 
 | 343   | 134793.9 -> 134793.9   | 80428.46 -> 80428.46     | 7 -> 7     | 54 -> 54   | 0 -> 0 | 12/5/2020 7:46:41 PM -> 12/7/2020 8:02:11 PM   | 
 | 345   | 134778.2 -> 134778.2   | 80415.78 -> 80415.78     | 21 -> 21   | 26 -> 26   | 0 -> 0 | 12/5/2020 7:46:43 PM -> 12/7/2020 8:02:13 PM   | 
 | 347   | 134764.9 -> 134764.9   | 80413.5 -> 80413.5       | 22 -> 22   | 24 -> 24   | 0 -> 0 | 12/5/2020 7:46:45 PM -> 12/7/2020 8:02:15 PM   | 
 | 349   | 134752 -> 134752       | 80411.81 -> 80411.81     | 23 -> 23   | 23 -> 23   | 0 -> 0 | 12/5/2020 7:46:47 PM -> 12/7/2020 8:02:17 PM   | 
 | 351   | 134738.1 -> 134738.1   | 80416.09 -> 80416.09     | 36 -> 36   | 29 -> 29   | 0 -> 0 | 12/5/2020 7:46:49 PM -> 12/7/2020 8:02:19 PM   | 
 | 353   | 134729.6 -> 134729.6   | 80428.65 -> 80428.65     | 42 -> 42   | 24 -> 24   | 0 -> 0 | 12/5/2020 7:46:51 PM -> 12/7/2020 8:02:21 PM   | 
 | 355   | 134727.9 -> 134727.9   | 80432.22 -> 80432.22     | 43 -> 43   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:46:53 PM -> 12/7/2020 8:02:23 PM   | 
 | 357   | 134727.9 -> 134727.9   | 80432.22 -> 80432.22     | 43 -> 43   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:46:55 PM -> 12/7/2020 8:02:25 PM   | 
 | 359   | 134727.9 -> 134727.9   | 80432.23 -> 80432.23     | 43 -> 43   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:46:57 PM -> 12/7/2020 8:02:27 PM   | 
 | 361   | 134727.9 -> 134727.9   | 80432.23 -> 80432.23     | 43 -> 43   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:46:59 PM -> 12/7/2020 8:02:29 PM   | 
 | 363   | 134727.9 -> 134727.9   | 80432.23 -> 80432.23     | 43 -> 43   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:48:01 PM -> 12/7/2020 8:03:31 PM   | 
 | 365   | 134727.9 -> 134727.9   | 80432.23 -> 80432.23     | 43 -> 43   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:48:03 PM -> 12/7/2020 8:03:33 PM   | 
 | 367   | 134727.9 -> 134727.9   | 80432.23 -> 80432.23     | 43 -> 43   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:48:05 PM -> 12/7/2020 8:03:35 PM   | 
 | 369   | 134727.9 -> 134727.9   | 80432.23 -> 80432.23     | 43 -> 43   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:48:07 PM -> 12/7/2020 8:03:37 PM   | 
 | 371   | 134727.9 -> 134727.9   | 80432.23 -> 80432.23     | 43 -> 43   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:48:09 PM -> 12/7/2020 8:03:39 PM   | 
 | 373   | 134727.9 -> 134727.9   | 80432.23 -> 80432.23     | 43 -> 43   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:48:11 PM -> 12/7/2020 8:03:41 PM   | 
 | 375   | 134727.9 -> 134727.9   | 80432.23 -> 80432.23     | 43 -> 43   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:48:13 PM -> 12/7/2020 8:03:43 PM   | 
 | 377   | 134727.9 -> 134727.9   | 80432.23 -> 80432.23     | 43 -> 43   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:48:15 PM -> 12/7/2020 8:03:45 PM   | 
 | 379   | 134727.8 -> 134727.8   | 80432.36 -> 80432.36     | 43 -> 43   | 2 -> 2     | 0 -> 0 | 12/5/2020 7:48:17 PM -> 12/7/2020 8:03:47 PM   | 
 | 381   | 134725 -> 134725       | 80438.99 -> 80438.99     | 44 -> 44   | 24 -> 24   | 0 -> 0 | 12/5/2020 7:48:19 PM -> 12/7/2020 8:03:49 PM   | 
 | 383   | 134716.5 -> 134716.5   | 80453.59 -> 80453.59     | 38 -> 38   | 38 -> 38   | 0 -> 0 | 12/5/2020 7:48:21 PM -> 12/7/2020 8:03:51 PM   | 
 | 385   | 134691.1 -> 134691.1   | 80458.58 -> 80458.58     | 23 -> 23   | 49 -> 49   | 0 -> 0 | 12/5/2020 7:48:23 PM -> 12/7/2020 8:03:53 PM   | 
 | 387   | 134662.7 -> 134662.7   | 80449.84 -> 80449.84     | 20 -> 20   | 60 -> 60   | 0 -> 0 | 12/5/2020 7:48:25 PM -> 12/7/2020 8:03:55 PM   | 
 | 389   | 134628.8 -> 134628.8   | 80440.65 -> 80440.65     | 21 -> 21   | 69 -> 69   | 0 -> 0 | 12/5/2020 7:48:27 PM -> 12/7/2020 8:03:57 PM   | 
 | 391   | 134589.7 -> 134589.7   | 80431.25 -> 80431.25     | 21 -> 21   | 69 -> 69   | 0 -> 0 | 12/5/2020 7:48:29 PM -> 12/7/2020 8:03:59 PM   | 
 | 393   | 134551.8 -> 134551.8   | 80422.5 -> 80422.5       | 22 -> 22   | 73 -> 73   | 0 -> 0 | 12/5/2020 7:48:31 PM -> 12/7/2020 8:04:01 PM   | 
 | 395   | 134514 -> 134514       | 80413.73 -> 80413.73     | 21 -> 21   | 71 -> 71   | 0 -> 0 | 12/5/2020 7:48:33 PM -> 12/7/2020 8:04:03 PM   | 
 | 397   | 134477.2 -> 134477.2   | 80404.07 -> 80404.07     | 21 -> 21   | 63 -> 63   | 0 -> 0 | 12/5/2020 7:48:35 PM -> 12/7/2020 8:04:05 PM   | 
 | 399   | 134441.2 -> 134441.2   | 80395.3 -> 80395.3       | 21 -> 21   | 69 -> 69   | 0 -> 0 | 12/5/2020 7:48:37 PM -> 12/7/2020 8:04:07 PM   | 
 | 401   | 134402.6 -> 134402.6   | 80385.65 -> 80385.65     | 21 -> 21   | 77 -> 77   | 0 -> 0 | 12/5/2020 7:48:39 PM -> 12/7/2020 8:04:09 PM   | 
 | 403   | 134356.5 -> 134356.5   | 80374.7 -> 80374.7       | 22 -> 22   | 84 -> 84   | 0 -> 0 | 12/5/2020 7:48:41 PM -> 12/7/2020 8:04:11 PM   | 
 | 405   | 134309.1 -> 134309.1   | 80367.7 -> 80367.7       | 23 -> 23   | 90 -> 90   | 0 -> 0 | 12/5/2020 7:48:43 PM -> 12/7/2020 8:04:13 PM   | 
 | 407   | 134257.5 -> 134257.5   | 80364.88 -> 80364.88     | 25 -> 25   | 95 -> 95   | 0 -> 0 | 12/5/2020 7:48:45 PM -> 12/7/2020 8:04:15 PM   | 
 | 409   | 134203.7 -> 134203.7   | 80368.45 -> 80368.45     | 27 -> 27   | 98 -> 98   | 0 -> 0 | 12/5/2020 7:48:47 PM -> 12/7/2020 8:04:17 PM   | 
 | 411   | 134151.7 -> 134151.7   | 80378.46 -> 80378.46     | 29 -> 29   | 98 -> 98   | 0 -> 0 | 12/5/2020 7:48:49 PM -> 12/7/2020 8:04:19 PM   | 
 | 413   | 134096.6 -> 134096.6   | 80395.34 -> 80395.34     | 30 -> 30   | 99 -> 99   | 0 -> 0 | 12/5/2020 7:48:51 PM -> 12/7/2020 8:04:21 PM   | 
 | 415   | 134045.3 -> 134045.3   | 80412.45 -> 80412.45     | 30 -> 30   | 91 -> 91   | 0 -> 0 | 12/5/2020 7:48:53 PM -> 12/7/2020 8:04:23 PM   | 
 | 417   | 133998 -> 133998       | 80427.3 -> 80427.3       | 30 -> 30   | 95 -> 95   | 0 -> 0 | 12/5/2020 7:48:55 PM -> 12/7/2020 8:04:25 PM   | 
 | 419   | 133945.4 -> 133945.4   | 80444.4 -> 80444.4       | 30 -> 30   | 100 -> 100 | 0 -> 0 | 12/5/2020 7:48:57 PM -> 12/7/2020 8:04:27 PM   | 
 | 421   | 133889.2 -> 133889.2   | 80462.4 -> 80462.4       | 30 -> 30   | 99 -> 99   | 0 -> 0 | 12/5/2020 7:48:59 PM -> 12/7/2020 8:04:29 PM   | 
 | 423   | 133846.2 -> 133846.2   | 80476.2 -> 80476.2       | 30 -> 30   | 80 -> 80   | 0 -> 0 | 12/5/2020 7:49:01 PM -> 12/7/2020 8:04:31 PM   | 
 | 425   | 133803.6 -> 133803.6   | 80490.5 -> 80490.5       | 30 -> 30   | 69 -> 69   | 0 -> 0 | 12/5/2020 7:49:03 PM -> 12/7/2020 8:04:33 PM   | 
 | 427   | 133769 -> 133769       | 80501.69 -> 80501.69     | 30 -> 30   | 65 -> 65   | 0 -> 0 | 12/5/2020 7:49:05 PM -> 12/7/2020 8:04:35 PM   | 
 | 429   | 133735.7 -> 133735.7   | 80512.34 -> 80512.34     | 30 -> 30   | 60 -> 60   | 0 -> 0 | 12/5/2020 7:49:07 PM -> 12/7/2020 8:04:37 PM   | 
 | 431   | 133705 -> 133705       | 80522.22 -> 80522.22     | 30 -> 30   | 56 -> 56   | 0 -> 0 | 12/5/2020 7:49:09 PM -> 12/7/2020 8:04:39 PM   | 
 | 433   | 133675.3 -> 133675.3   | 80529.82 -> 80529.82     | 28 -> 28   | 52 -> 52   | 0 -> 0 | 12/5/2020 7:49:11 PM -> 12/7/2020 8:04:41 PM   | 
 | 435   | 133646.4 -> 133646.4   | 80532.52 -> 80532.52     | 25 -> 25   | 49 -> 49   | 0 -> 0 | 12/5/2020 7:49:13 PM -> 12/7/2020 8:04:43 PM   | 
 | 437   | 133620.8 -> 133620.8   | 80530.48 -> 80530.48     | 23 -> 23   | 45 -> 45   | 0 -> 0 | 12/5/2020 7:49:15 PM -> 12/7/2020 8:04:45 PM   | 
 | 439   | 133597.3 -> 133597.3   | 80524.46 -> 80524.46     | 20 -> 20   | 42 -> 42   | 0 -> 0 | 12/5/2020 7:49:17 PM -> 12/7/2020 8:04:47 PM   | 
 | 441   | 133575.7 -> 133575.7   | 80515.32 -> 80515.32     | 18 -> 18   | 41 -> 41   | 0 -> 0 | 12/5/2020 7:49:19 PM -> 12/7/2020 8:04:49 PM   | 
 | 443   | 133554.9 -> 133554.9   | 80503.89 -> 80503.89     | 16 -> 16   | 43 -> 43   | 0 -> 0 | 12/5/2020 7:49:21 PM -> 12/7/2020 8:04:51 PM   | 
 | 445   | 133535.5 -> 133535.5   | 80491.63 -> 80491.63     | 16 -> 16   | 43 -> 43   | 0 -> 0 | 12/5/2020 7:49:23 PM -> 12/7/2020 8:04:53 PM   | 
 | 447   | 133515 -> 133515       | 80478.2 -> 80478.2       | 16 -> 16   | 44 -> 44   | 0 -> 0 | 12/5/2020 7:49:25 PM -> 12/7/2020 8:04:55 PM   | 
 | 449   | 133491.9 -> 133491.9   | 80464.8 -> 80464.8       | 17 -> 17   | 52 -> 52   | 0 -> 0 | 12/5/2020 7:49:27 PM -> 12/7/2020 8:04:57 PM   | 
 | 451   | 133463.3 -> 133463.3   | 80450.46 -> 80450.46     | 18 -> 18   | 63 -> 63   | 0 -> 0 | 12/5/2020 7:49:29 PM -> 12/7/2020 8:04:59 PM   | 
 | 453   | 133426.7 -> 133426.7   | 80440.39 -> 80440.39     | 22 -> 22   | 73 -> 73   | 0 -> 0 | 12/5/2020 7:49:31 PM -> 12/7/2020 8:05:01 PM   | 
 | 455   | 133384.5 -> 133384.5   | 80439.68 -> 80439.68     | 27 -> 27   | 78 -> 78   | 0 -> 0 | 12/5/2020 7:49:33 PM -> 12/7/2020 8:05:03 PM   | 
 | 457   | 133343.5 -> 133343.5   | 80450.48 -> 80450.48     | 31 -> 31   | 84 -> 84   | 0 -> 0 | 12/5/2020 7:49:35 PM -> 12/7/2020 8:05:05 PM   | 
 | 459   | 133299.2 -> 133299.2   | 80473.97 -> 80473.97     | 34 -> 34   | 83 -> 83   | 0 -> 0 | 12/5/2020 7:49:37 PM -> 12/7/2020 8:05:07 PM   | 
 | 461   | 133265.2 -> 133265.2   | 80503.05 -> 80503.05     | 38 -> 38   | 80 -> 80   | 0 -> 0 | 12/5/2020 7:49:39 PM -> 12/7/2020 8:05:09 PM   | 
 | 463   | 133236.2 -> 133236.2   | 80537.26 -> 80537.26     | 40 -> 40   | 79 -> 79   | 0 -> 0 | 12/5/2020 7:49:41 PM -> 12/7/2020 8:05:11 PM   | 
 | 465   | 133211.4 -> 133211.4   | 80571.77 -> 80571.77     | 40 -> 40   | 81 -> 81   | 0 -> 0 | 12/5/2020 7:49:43 PM -> 12/7/2020 8:05:13 PM   | 
 | 467   | 133185.9 -> 133185.9   | 80612.89 -> 80612.89     | 42 -> 42   | 86 -> 86   | 0 -> 0 | 12/5/2020 7:49:45 PM -> 12/7/2020 8:05:15 PM   | 
 | 469   | 133163.2 -> 133163.2   | 80658.13 -> 80658.13     | 43 -> 43   | 89 -> 89   | 0 -> 0 | 12/5/2020 7:49:47 PM -> 12/7/2020 8:05:17 PM   | 
 | 471   | 133142.6 -> 133142.6   | 80703.05 -> 80703.05     | 43 -> 43   | 90 -> 90   | 0 -> 0 | 12/5/2020 7:49:49 PM -> 12/7/2020 8:05:19 PM   | 
 | 473   | 133119 -> 133119       | 80747.33 -> 80747.33     | 41 -> 41   | 90 -> 90   | 0 -> 0 | 12/5/2020 7:49:51 PM -> 12/7/2020 8:05:21 PM   | 
 | 475   | 133095.9 -> 133095.9   | 80790.64 -> 80790.64     | 43 -> 43   | 88 -> 88   | 0 -> 0 | 12/5/2020 7:49:53 PM -> 12/7/2020 8:05:23 PM   | 
 | 477   | 133076.6 -> 133076.6   | 80835.09 -> 80835.09     | 43 -> 43   | 83 -> 83   | 0 -> 0 | 12/5/2020 7:49:55 PM -> 12/7/2020 8:05:25 PM   | 
 | 479   | 133064.8 -> 133064.8   | 80863.5 -> 80863.5       | 44 -> 44   | 31 -> 31   | 0 -> 0 | 12/5/2020 7:49:57 PM -> 12/7/2020 8:05:27 PM   | 
 | 481   | 133062.2 -> 133062.2   | 80869.98 -> 80869.98     | 45 -> 45   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:49:59 PM -> 12/7/2020 8:05:29 PM   | 
 | 483   | 133062.2 -> 133062.2   | 80869.98 -> 80869.98     | 45 -> 45   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:50:29 PM -> 12/7/2020 8:05:59 PM   | 
 | 485   | 133062.2 -> 133062.2   | 80869.98 -> 80869.98     | 45 -> 45   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:50:31 PM -> 12/7/2020 8:06:01 PM   | 
 | 487   | 133061.4 -> 133061.4   | 80872.45 -> 80872.45     | 45 -> 45   | 11 -> 11   | 0 -> 0 | 12/5/2020 7:50:33 PM -> 12/7/2020 8:06:03 PM   | 
 | 489   | 133058 -> 133058       | 80882.09 -> 80882.09     | 45 -> 45   | 24 -> 24   | 0 -> 0 | 12/5/2020 7:50:35 PM -> 12/7/2020 8:06:05 PM   | 
 | 491   | 133053.1 -> 133053.1   | 80897.16 -> 80897.16     | 45 -> 45   | 35 -> 35   | 0 -> 0 | 12/5/2020 7:50:37 PM -> 12/7/2020 8:06:07 PM   | 
 | 493   | 133045.3 -> 133045.3   | 80918.99 -> 80918.99     | 44 -> 44   | 48 -> 48   | 0 -> 0 | 12/5/2020 7:50:39 PM -> 12/7/2020 8:06:09 PM   | 
 | 495   | 133034 -> 133034       | 80948.33 -> 80948.33     | 44 -> 44   | 58 -> 58   | 0 -> 0 | 12/5/2020 7:50:41 PM -> 12/7/2020 8:06:11 PM   | 
 | 497   | 133027.5 -> 133027.5   | 80982.27 -> 80982.27     | 49 -> 49   | 63 -> 63   | 0 -> 0 | 12/5/2020 7:50:43 PM -> 12/7/2020 8:06:13 PM   | 
 | 499   | 133021.8 -> 133021.8   | 81016.14 -> 81016.14     | 45 -> 45   | 60 -> 60   | 0 -> 0 | 12/5/2020 7:50:45 PM -> 12/7/2020 8:06:15 PM   | 
 | 501   | 133004.3 -> 133004.3   | 81043.03 -> 81043.03     | 39 -> 39   | 57 -> 57   | 0 -> 0 | 12/5/2020 7:50:47 PM -> 12/7/2020 8:06:17 PM   | 
 | 503   | 132986.4 -> 132986.4   | 81068.35 -> 81068.35     | 41 -> 41   | 59 -> 59   | 0 -> 0 | 12/5/2020 7:50:49 PM -> 12/7/2020 8:06:19 PM   | 
 | 505   | 132970.6 -> 132970.6   | 81100.59 -> 81100.59     | 43 -> 43   | 63 -> 63   | 0 -> 0 | 12/5/2020 7:50:51 PM -> 12/7/2020 8:06:21 PM   | 
 | 507   | 132956.3 -> 132956.3   | 81133.13 -> 81133.13     | 43 -> 43   | 62 -> 62   | 0 -> 0 | 12/5/2020 7:50:53 PM -> 12/7/2020 8:06:23 PM   | 
 | 509   | 132942.8 -> 132942.8   | 81165.38 -> 81165.38     | 44 -> 44   | 67 -> 67   | 0 -> 0 | 12/5/2020 7:50:55 PM -> 12/7/2020 8:06:25 PM   | 
 | 511   | 132927.7 -> 132927.7   | 81201.55 -> 81201.55     | 44 -> 44   | 73 -> 73   | 0 -> 0 | 12/5/2020 7:50:57 PM -> 12/7/2020 8:06:27 PM   | 
 | 513   | 132910.6 -> 132910.6   | 81240.15 -> 81240.15     | 43 -> 43   | 78 -> 78   | 0 -> 0 | 12/5/2020 7:50:59 PM -> 12/7/2020 8:06:29 PM   | 
 | 515   | 132890.9 -> 132890.9   | 81279.58 -> 81279.58     | 42 -> 42   | 77 -> 77   | 0 -> 0 | 12/5/2020 7:51:01 PM -> 12/7/2020 8:06:31 PM   | 
 | 517   | 132869.9 -> 132869.9   | 81317.07 -> 81317.07     | 41 -> 41   | 76 -> 76   | 0 -> 0 | 12/5/2020 7:51:03 PM -> 12/7/2020 8:06:33 PM   | 
 | 519   | 132843.8 -> 132843.8   | 81348.88 -> 81348.88     | 38 -> 38   | 75 -> 75   | 0 -> 0 | 12/5/2020 7:51:05 PM -> 12/7/2020 8:06:35 PM   | 
 | 521   | 132819.9 -> 132819.9   | 81377.85 -> 81377.85     | 38 -> 38   | 37 -> 37   | 0 -> 0 | 12/5/2020 7:51:07 PM -> 12/7/2020 8:06:37 PM   | 
 | 523   | 132817.2 -> 132817.2   | 81380.78 -> 81380.78     | 38 -> 38   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:51:09 PM -> 12/7/2020 8:06:39 PM   | 
 | 525   | 132817.2 -> 132817.2   | 81380.78 -> 81380.78     | 38 -> 38   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:51:14 PM -> 12/7/2020 8:06:44 PM   | 
 | 527   | 132817.2 -> 132817.2   | 81380.78 -> 81380.78     | 38 -> 38   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:51:51 PM -> 12/7/2020 8:07:21 PM   | 
 | 529   | 138409.3 -> 138409.3   | 80052.05 -> 80052.05     | 79 -> 79   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:52:11 PM -> 12/7/2020 8:07:41 PM   | 
 | 531   | 138409.3 -> 138409.3   | 80052.05 -> 80052.05     | 79 -> 79   | 0 -> 0     | 0 -> 0 | 12/5/2020 7:52:16 PM -> 12/7/2020 8:07:46 PM   | 
 | 533   | 138411.8 -> 138411.8   | 80052.04 -> 80052.04     | 76 -> 76   | 15 -> 15   | 0 -> 0 | 12/5/2020 7:52:50 PM -> 12/7/2020 8:08:20 PM   | 
 | 535   | 138418.2 -> 138418.2   | 80058.08 -> 80058.08     | 59 -> 59   | 15 -> 15   | 0 -> 0 | 12/5/2020 7:52:52 PM -> 12/7/2020 8:08:22 PM   | 
 | 537   | 138423.4 -> 138423.4   | 80067.3 -> 80067.3       | 59 -> 59   | 16 -> 16   | 0 -> 0 | 12/5/2020 7:52:54 PM -> 12/7/2020 8:08:24 PM   | 
 | 539   | 138431.2 -> 138431.2   | 80074.45 -> 80074.45     | 64 -> 64   | 24 -> 24   | 0 -> 0 | 12/5/2020 7:52:56 PM -> 12/7/2020 8:08:26 PM   | 
